Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","ha","1125","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","t","708.69","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2024","2024","ha","41264","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01319","Other tropical fruits, n.e.c.","2024","2024","t","51389.13","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2024","2024","ha","18847","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","155810.83","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01317","Papayas","2024","2024","ha","5859","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01317","Papayas","2024","2024","t","14752.14","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01651","Pepper (Piper spp.), raw","2024","2024","ha","407","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01651","Pepper (Piper spp.), raw","2024","2024","t","246.16","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01318","Pineapples","2024","2024","ha","532","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01318","Pineapples","2024","2024","t","32590.44","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01375","Pistachios, in shell","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01313","Plantains and cooking bananas","2024","2024","ha","641598","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01313","Plantains and cooking bananas","2024","2024","t","2465235","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01321","Pomelos and grapefruits","2024","2024","ha","4590","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01321","Pomelos and grapefruits","2024","2024","t","25437.1","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01510","Potatoes","2024","2024","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01510","Potatoes","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01235","Pumpkins, squash and gourds","2024","2024","ha","2005","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01235","Pumpkins, squash and gourds","2024","2024","t","19497.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","02951.01","Raw hides and skins of cattle","2024","2024","t","4885.19","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","02954","Raw hides and skins of goats or kids","2024","2024","t","4144.53","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","02953","Raw hides and skins of sheep or lambs","2024","2024","t","3837.92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","02211","Raw milk of cattle","2024","2024","t","38872.22","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0113","Rice","2024","2024","ha","811177","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","0113","Rice","2024","2024","t","2381129","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01921.01","Seed cotton, unginned","2024","2024","ha","392696","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01921.01","Seed cotton, unginned","2024","2024","t","347922","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01444","Sesame seed","2024","2024","ha","15029","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01444","Sesame seed","2024","2024","t","3138.23","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","21514","Sheep fat, unrendered","2024","2024","t","479.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","02920","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails","2024","2024","t","316.83","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0114","Sorghum","2024","2024","ha","100000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","0114","Sorghum","2024","2024","t","66489","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0141","Soya beans","2024","2024","ha","391","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","0141","Soya beans","2024","2024","t","572.17","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01241.01","String beans","2024","2024","ha","1526","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01241.01","String beans","2024","2024","t","4887.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01802","Sugar cane","2024","2024","ha","26622","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01802","Sugar cane","2024","2024","t","2156597.94","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01530","Sweet potatoes","2024","2024","ha","36102","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01530","Sweet potatoes","2024","2024","t","63100","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01550","Taro","2024","2024","ha","76400","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01550","Taro","2024","2024","t","91185","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01234","Tomatoes","2024","2024","ha","5769","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01234","Tomatoes","2024","2024","t","60344","A","Official value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01970","Unmanufactured tobacco","2024","2024","ha","15840","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01970","Unmanufactured tobacco","2024","2024","t","8086.72","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01540","Yams","2024","2024","ha","1498407","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5510","Production","01540","Yams","2024","2024","t","7660870","A","Official value",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01312","Bananas","2024","2024","ha","2280","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01312","Bananas","2024","2024","t","17628.61","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","58031","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01520.01","Cassava, fresh","2024","2024","t","306211.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21512","Cattle fat, unrendered","2024","2024","t","26.18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","ha","24","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","48.16","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01640","Cocoa beans","2024","2024","ha","1815","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01640","Cocoa beans","2024","2024","t","100","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01610","Coffee, green","2024","2024","ha","274","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01610","Coffee, green","2024","2024","t","103.97","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01232","Cucumbers and gherkins","2024","2024","ha","18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01232","Cucumbers and gherkins","2024","2024","t","23","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","t","169.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","t","92.05","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","t","324.35","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","t","199.29","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01233","Eggplants (aubergines)","2024","2024","ha","20","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01233","Eggplants (aubergines)","2024","2024","t","102.83","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21511.01","Fat of pigs","2024","2024","t","195.64","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2024","2024","t","29823.38","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21515","Goat fat, unrendered","2024","2024","t","14.23","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","0142","Groundnuts, excluding shelled","2024","2024","ha","31423","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","0142","Groundnuts, excluding shelled","2024","2024","t","32474.79","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","0231","Hen eggs in shell, fresh","2024","2024","t","2587.51","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5513","Production","0231","Hen eggs in shell, fresh","2024","2024","1000 No","56250","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","29446","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","0112","Maize (corn)","2024","2024","t","45975.52","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","t","754.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21121","Meat of chickens, fresh or chilled","2024","2024","t","4220.38","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21116","Meat of goat, fresh or chilled","2024","2024","t","343.09","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","t","3603.84","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21114","Meat of rabbits and hares, fresh or chilled","2024","2024","t","2094.15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21115","Meat of sheep, fresh or chilled","2024","2024","t","833.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01950.01","Natural rubber in primary forms","2024","2024","ha","17616","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01950.01","Natural rubber in primary forms","2024","2024","t","27800","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01491.01","Oil palm fruit","2024","2024","ha","68166","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01491.01","Oil palm fruit","2024","2024","t","607940.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01239.01","Okra","2024","2024","ha","17","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01239.01","Okra","2024","2024","t","20.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2024","2024","ha","225","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01329","Other citrus fruit, n.e.c.","2024","2024","t","1380.23","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01359.90","Other fruits, n.e.c.","2024","2024","ha","9564","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01359.90","Other fruits, n.e.c.","2024","2024","t","21858.47","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01709.90","Other pulses n.e.c.","2024","2024","ha","289","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01709.90","Other pulses n.e.c.","2024","2024","t","437.08","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2024","2024","ha","9939","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","51227.22","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01318","Pineapples","2024","2024","ha","184","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01318","Pineapples","2024","2024","t","1264.63","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01313","Plantains and cooking bananas","2024","2024","ha","50998","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01313","Plantains and cooking bananas","2024","2024","t","354363.95","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","02951.01","Raw hides and skins of cattle","2024","2024","t","144.76","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","02954","Raw hides and skins of goats or kids","2024","2024","t","83.68","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","02953","Raw hides and skins of sheep or lambs","2024","2024","t","181.17","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","02211","Raw milk of cattle","2024","2024","t","10734.66","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","0113","Rice","2024","2024","ha","629","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","0113","Rice","2024","2024","t","1761.51","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","21514","Sheep fat, unrendered","2024","2024","t","34.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","0141","Soya beans","2024","2024","ha","4665","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","0141","Soya beans","2024","2024","t","4014.66","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01802","Sugar cane","2024","2024","ha","4268","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01802","Sugar cane","2024","2024","t","273072.8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01530","Sweet potatoes","2024","2024","ha","1925","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01530","Sweet potatoes","2024","2024","t","3901.47","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01550","Taro","2024","2024","ha","14932","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01550","Taro","2024","2024","t","88840.95","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01234","Tomatoes","2024","2024","ha","41","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01234","Tomatoes","2024","2024","t","346.2","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5312","Area harvested","01540","Yams","2024","2024","ha","37055","E","Estimated value",""
"QCL","Crops and livestock products","266","Gabon","5510","Production","01540","Yams","2024","2024","t","229931.7","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01371","Almonds, in shell","2024","2024","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01371","Almonds, in shell","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01377","Brazil nuts, in shell","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01372","Cashew nuts, in shell","2024","2024","ha","20945","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01372","Cashew nuts, in shell","2024","2024","t","36016.99","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","2763","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01520.01","Cassava, fresh","2024","2024","t","12212.4","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21512","Cattle fat, unrendered","2024","2024","t","77.3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01199.90","Cereals n.e.c.","2024","2024","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01199.90","Cereals n.e.c.","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01706","Cow peas, dry","2024","2024","ha","3608","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01706","Cow peas, dry","2024","2024","t","2881.02","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2024","2024","t","494.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","t","217.54","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","t","55","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","t","180.94","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21511.01","Fat of pigs","2024","2024","t","68.75","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01193","Fonio","2024","2024","ha","1050","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01193","Fonio","2024","2024","t","690","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2024","2024","t","1581.25","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21515","Goat fat, unrendered","2024","2024","t","25.38","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","0142","Groundnuts, excluding shelled","2024","2024","ha","51463","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","0142","Groundnuts, excluding shelled","2024","2024","t","52642.41","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","0231","Hen eggs in shell, fresh","2024","2024","t","1001.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5513","Production","0231","Hen eggs in shell, fresh","2024","2024","1000 No","20032","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","27688","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","0112","Maize (corn)","2024","2024","t","25817.37","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2024","2024","ha","265","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01316","Mangoes, guavas and mangosteens","2024","2024","t","1461.94","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","t","2576.57","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21121","Meat of chickens, fresh or chilled","2024","2024","t","1360.33","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21116","Meat of goat, fresh or chilled","2024","2024","t","906.41","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","t","1100.02","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21115","Meat of sheep, fresh or chilled","2024","2024","t","753.93","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","0118","Millet","2024","2024","ha","38425","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","0118","Millet","2024","2024","t","40330","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01491.01","Oil palm fruit","2024","2024","ha","3513","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01491.01","Oil palm fruit","2024","2024","t","35075.79","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01359.90","Other fruits, n.e.c.","2024","2024","ha","1686","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01359.90","Other fruits, n.e.c.","2024","2024","t","8489.22","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01709.90","Other pulses n.e.c.","2024","2024","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01709.90","Other pulses n.e.c.","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2024","2024","ha","2077","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2024","2024","t","13609.31","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","02951.01","Raw hides and skins of cattle","2024","2024","t","298.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","02954","Raw hides and skins of goats or kids","2024","2024","t","116.02","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","02953","Raw hides and skins of sheep or lambs","2024","2024","t","96.5","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","02211","Raw milk of cattle","2024","2024","t","52821.68","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","0113","Rice","2024","2024","ha","49811","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","0113","Rice","2024","2024","t","52548","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01921.01","Seed cotton, unginned","2024","2024","ha","1508","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01921.01","Seed cotton, unginned","2024","2024","t","531.63","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","01444","Sesame seed","2024","2024","ha","1224","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","01444","Sesame seed","2024","2024","t","1404","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","21514","Sheep fat, unrendered","2024","2024","t","27.14","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","270","Gambia","5312","Area harvested","0114","Sorghum","2024","2024","ha","7251","A","Official value",""
"QCL","Crops and livestock products","270","Gambia","5510","Production","0114","Sorghum","2024","2024","t","5455.51","A","Official value",""
"QCL","Crops and livestock products","288","Ghana","5312","Area harvested","01311","Avocados","2024","2024","ha","2086","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01311","Avocados","2024","2024","t","9454.26","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5312","Area harvested","01312","Bananas","2024","2024","ha","11170","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01312","Bananas","2024","2024","t","135062.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5312","Area harvested","01701","Beans, dry","2024","2024","ha","126775","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01701","Beans, dry","2024","2024","t","166120.08","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01229","Cantaloupes and other melons","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","288","Ghana","5312","Area harvested","01372","Cashew nuts, in shell","2024","2024","ha","408433","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01372","Cashew nuts, in shell","2024","2024","t","218575.53","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","1079366","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01520.01","Cassava, fresh","2024","2024","t","27917780.52","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","21512","Cattle fat, unrendered","2024","2024","t","1018.65","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","ha","14945","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","t","110766.27","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","ha","14731","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","123784.17","E","Estimated value",""
"QCL","Crops and livestock products","288","Ghana","5312","Area harvested","01640","Cocoa beans","2024","2024","ha","919824","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","288","Ghana","5510","Production","01640","Cocoa beans","2024","2024","t","530000","X","Value from external organization","Unofficial figure"
